Episode:19, r:0.4700, Time:4773, fc:0.280
Episode:19, r:0.4700, Time:4938, fc:0.290
Episode:19, r:0.4700, Time:4939, fc:0.340
Episode:19, r:0.4700, Time:4940, fc:0.300
Episode:19, r:0.4700, Time:4941, fc:0.310
Episode:19, r:0.4700, Time:4942, fc:0.330
Episode:19, r:0.4700, Time:4943, fc:0.300
Episode:19, r:0.4700, Time:4944, fc:0.280
Episode:19, r:0.4700, Time:4945, fc:0.310
Episode:19, r:0.4700, Time:4946, fc:0.330
Episode:19, r:0.4700, Time:4947, fc:0.330
Episode:19, r:0.4700, Time:4948, fc:0.320
Episode:19, r:0.4700, Time:4949, fc:0.280
Episode:19, r:0.4700, Time:4950, fc:0.290
Episode:19, r:0.4700, Time:4951, fc:0.320
Episode:19, r:0.4700, Time:4952, fc:0.340
Episode:19, r:0.4700, Time:4953, fc:0.270
Episode:19, r:0.4700, Time:4954, fc:0.330
Episode:19, r:0.4700, Time:4955, fc:0.310
Episode:19, r:0.4700, Time:4956, fc:0.310
Episode:19, r:0.4700, Time:4957, fc:0.300
Episode:19, r:0.4700, Time:4958, fc:0.320
Episode:19, r:0.4700, Time:4959, fc:0.270
Episode:19, r:0.4700, Time:4960, fc:0.360
Episode:19, r:0.4700, Time:4961, fc:0.270
Episode:19, r:0.4700, Time:4962, fc:0.260
Episode:19, r:0.4700, Time:4963, fc:0.320
Episode:19, r:0.4700, Time:4964, fc:0.280
Episode:19, r:0.4700, Time:4965, fc:0.330
Episode:19, r:0.4700, Time:4966, fc:0.320
Episode:19, r:0.4700, Time:4967, fc:0.280
Episode:19, r:0.4700, Time:4968, fc:0.340
Episode:19, r:0.4700, Time:4969, fc:0.230
Episode:19, r:0.4700, Time:4970, fc:0.330
Episode:19, r:0.4700, Time:4971, fc:0.310
Episode:19, r:0.4700, Time:4972, fc:0.280
Episode:19, r:0.4700, Time:4973, fc:0.310
Episode:19, r:0.4700, Time:4974, fc:0.320
Episode:19, r:0.4700, Time:4975, fc:0.310
Episode:19, r:0.4700, Time:4976, fc:0.320
Episode:19, r:0.4700, Time:4977, fc:0.290
Episode:19, r:0.4700, Time:4978, fc:0.350
Episode:19, r:0.4700, Time:4979, fc:0.310
Episode:19, r:0.4700, Time:4980, fc:0.350
Episode:19, r:0.4700, Time:4981, fc:0.300
Episode:19, r:0.4700, Time:4982, fc:0.280
Episode:19, r:0.4700, Time:4983, fc:0.330
Episode:19, r:0.4700, Time:4984, fc:0.320
Episode:19, r:0.4700, Time:4985, fc:0.270
Episode:19, r:0.4700, Time:4986, fc:0.330
Episode:19, r:0.4700, Time:4987, fc:0.340
Episode:19, r:0.4700, Time:4988, fc:0.290
Episode:19, r:0.4700, Time:4989, fc:0.330
Episode:19, r:0.4700, Time:4990, fc:0.330
Episode:19, r:0.4700, Time:4991, fc:0.270
Episode:19, r:0.4700, Time:4992, fc:0.350
Episode:19, r:0.4700, Time:4993, fc:0.300
Episode:19, r:0.4700, Time:4994, fc:0.300
Episode:19, r:0.4700, Time:4995, fc:0.310
Episode:19, r:0.4700, Time:4996, fc:0.320
Episode:19, r:0.4700, Time:4997, fc:0.300
Episode:19, r:0.4700, Time:4998, fc:0.330
Episode:19, r:0.4700, Time:4999, fc:0.310
Episode:19, r:0.4700, Time:5000, fc:0.280
Episode:19, r:0.4700, Time:5001, fc:0.340
Episode:19, r:0.4700, Time:5002, fc:0.310
Episode:19, r:0.4700, Time:5003, fc:0.330
Episode:19, r:0.4700, Time:5004, fc:0.310
Episode:19, r:0.4700, Time:5005, fc:0.280
Episode:19, r:0.4700, Time:5006, fc:0.320
Episode:19, r:0.4700, Time:5007, fc:0.340
Episode:19, r:0.4700, Time:5008, fc:0.320
Episode:19, r:0.4700, Time:5009, fc:0.320
Episode:19, r:0.4700, Time:5010, fc:0.300
Episode:19, r:0.4700, Time:5011, fc:0.260
Episode:19, r:0.4700, Time:5012, fc:0.360
Episode:19, r:0.4700, Time:5013, fc:0.260
Episode:19, r:0.4700, Time:5014, fc:0.370
Episode:19, r:0.4700, Time:5015, fc:0.270
Episode:19, r:0.4700, Time:5016, fc:0.320
Episode:19, r:0.4700, Time:5017, fc:0.290
Episode:19, r:0.4700, Time:5018, fc:0.310
Episode:19, r:0.4700, Time:5019, fc:0.320
Episode:19, r:0.4700, Time:5020, fc:0.330
Episode:19, r:0.4700, Time:5021, fc:0.310
Episode:19, r:0.4700, Time:5022, fc:0.340
Episode:19, r:0.4700, Time:5023, fc:0.300
Episode:19, r:0.4700, Time:5024, fc:0.300
Episode:19, r:0.4700, Time:5025, fc:0.330
Episode:19, r:0.4700, Time:5026, fc:0.260
Episode:19, r:0.4700, Time:5027, fc:0.310
Episode:19, r:0.4700, Time:5028, fc:0.320
Episode:19, r:0.4700, Time:5029, fc:0.300
Episode:19, r:0.4700, Time:5030, fc:0.330
Episode:19, r:0.4700, Time:5031, fc:0.290
Episode:19, r:0.4700, Time:5032, fc:0.340
Episode:19, r:0.4700, Time:5033, fc:0.290
Episode:19, r:0.4700, Time:5034, fc:0.340
Episode:19, r:0.4700, Time:5035, fc:0.310
Episode:19, r:0.4700, Time:5036, fc:0.330
Episode:19, r:0.4700, Time:5037, fc:0.300
Episode:19, r:0.4700, Time:5038, fc:0.340
Episode:19, r:0.4700, Time:5039, fc:0.310
Episode:19, r:0.4700, Time:5040, fc:0.300
Episode:19, r:0.4700, Time:5041, fc:0.300
Episode:19, r:0.4700, Time:5042, fc:0.290
Episode:19, r:0.4700, Time:5043, fc:0.300
Episode:19, r:0.4700, Time:5044, fc:0.310
Episode:19, r:0.4700, Time:5045, fc:0.300
Episode:19, r:0.4700, Time:5046, fc:0.340
Episode:19, r:0.4700, Time:5047, fc:0.310
Episode:19, r:0.4700, Time:5048, fc:0.320
Episode:19, r:0.4700, Time:5049, fc:0.260
Episode:19, r:0.4700, Time:5050, fc:0.360
Episode:19, r:0.4700, Time:5051, fc:0.280
Episode:19, r:0.4700, Time:5052, fc:0.340
Episode:19, r:0.4700, Time:5053, fc:0.290
Episode:19, r:0.4700, Time:5054, fc:0.310
Episode:19, r:0.4700, Time:5055, fc:0.320
Episode:19, r:0.4700, Time:5056, fc:0.330
Episode:19, r:0.4700, Time:5057, fc:0.350
Episode:19, r:0.4700, Time:5058, fc:0.280
Episode:19, r:0.4700, Time:5059, fc:0.300
Episode:19, r:0.4700, Time:5060, fc:0.310
Episode:19, r:0.4700, Time:5061, fc:0.290
Episode:19, r:0.4700, Time:5062, fc:0.350
Episode:19, r:0.4700, Time:5063, fc:0.280
Episode:19, r:0.4700, Time:5064, fc:0.330
Episode:19, r:0.4700, Time:5065, fc:0.310
Episode:19, r:0.4700, Time:5066, fc:0.340
Episode:19, r:0.4700, Time:5067, fc:0.270
Episode:19, r:0.4700, Time:5068, fc:0.360
Episode:19, r:0.4700, Time:5069, fc:0.250
Episode:19, r:0.4700, Time:5070, fc:0.340
Episode:19, r:0.4700, Time:5071, fc:0.250
Episode:19, r:0.4700, Time:5072, fc:0.300
Episode:19, r:0.4700, Time:5073, fc:0.310
Episode:19, r:0.4700, Time:5074, fc:0.320
Episode:19, r:0.4700, Time:5075, fc:0.320
Episode:19, r:0.4700, Time:5076, fc:0.290
Episode:19, r:0.4700, Time:5077, fc:0.310
Episode:19, r:0.4700, Time:5078, fc:0.330
Episode:19, r:0.4700, Time:5079, fc:0.310
Episode:19, r:0.4700, Time:5080, fc:0.330
Episode:19, r:0.4700, Time:5081, fc:0.310
Episode:19, r:0.4700, Time:5082, fc:0.300
Episode:19, r:0.4700, Time:5083, fc:0.340
Episode:19, r:0.4700, Time:5084, fc:0.290
Episode:19, r:0.4700, Time:5085, fc:0.300
Episode:19, r:0.4700, Time:5086, fc:0.290
Episode:19, r:0.4700, Time:5087, fc:0.280
Episode:19, r:0.4700, Time:5088, fc:0.330
Episode:19, r:0.4700, Time:5089, fc:0.300
Episode:19, r:0.4700, Time:5090, fc:0.290
Episode:19, r:0.4700, Time:5091, fc:0.330
Episode:19, r:0.4700, Time:5092, fc:0.300
Episode:19, r:0.4700, Time:5093, fc:0.290
Episode:19, r:0.4700, Time:5094, fc:0.340
Episode:19, r:0.4700, Time:5095, fc:0.310
Episode:19, r:0.4700, Time:5096, fc:0.340
Episode:19, r:0.4700, Time:5097, fc:0.300
Episode:19, r:0.4700, Time:5098, fc:0.300
Episode:19, r:0.4700, Time:5099, fc:0.370
Episode:19, r:0.4700, Time:5100, fc:0.250
Episode:19, r:0.4700, Time:5101, fc:0.320
Episode:19, r:0.4700, Time:5102, fc:0.290
Episode:19, r:0.4700, Time:5103, fc:0.330
Episode:19, r:0.4700, Time:5104, fc:0.310
Episode:19, r:0.4700, Time:5105, fc:0.320
Episode:19, r:0.4700, Time:5106, fc:0.300
Episode:19, r:0.4700, Time:5107, fc:0.300
Episode:19, r:0.4700, Time:5108, fc:0.320
Episode:19, r:0.4700, Time:5109, fc:0.280
Episode:19, r:0.4700, Time:5110, fc:0.320
Episode:19, r:0.4700, Time:5111, fc:0.310
Episode:19, r:0.4700, Time:5112, fc:0.320
Episode:19, r:0.4700, Time:5113, fc:0.310
Episode:19, r:0.4700, Time:5114, fc:0.300
Episode:19, r:0.4700, Time:5115, fc:0.310
Episode:19, r:0.4700, Time:5116, fc:0.330
Episode:19, r:0.4700, Time:5117, fc:0.270
Episode:19, r:0.4700, Time:5118, fc:0.320
Episode:19, r:0.4700, Time:5119, fc:0.290
Episode:19, r:0.4700, Time:5120, fc:0.320
Episode:19, r:0.4700, Time:5121, fc:0.310
Episode:19, r:0.4700, Time:5122, fc:0.300
Episode:19, r:0.4700, Time:5123, fc:0.320
Episode:19, r:0.4700, Time:5124, fc:0.300
Episode:19, r:0.4700, Time:5125, fc:0.340
Episode:19, r:0.4700, Time:5126, fc:0.300
Episode:19, r:0.4700, Time:5127, fc:0.290
Episode:19, r:0.4700, Time:5128, fc:0.320
Episode:19, r:0.4700, Time:5129, fc:0.340
Episode:19, r:0.4700, Time:5130, fc:0.290
Episode:19, r:0.4700, Time:5131, fc:0.350
Episode:19, r:0.4700, Time:5132, fc:0.290
Episode:19, r:0.4700, Time:5133, fc:0.340
Episode:19, r:0.4700, Time:5134, fc:0.300
Episode:19, r:0.4700, Time:5135, fc:0.340
Episode:19, r:0.4700, Time:5136, fc:0.320
Episode:19, r:0.4700, Time:5137, fc:0.280
Episode:19, r:0.4700, Time:5138, fc:0.330
Episode:19, r:0.4700, Time:5139, fc:0.310
Episode:19, r:0.4700, Time:5140, fc:0.330
Episode:19, r:0.4700, Time:5141, fc:0.260
Episode:19, r:0.4700, Time:5142, fc:0.350
Episode:19, r:0.4700, Time:5143, fc:0.250
Episode:19, r:0.4700, Time:5144, fc:0.340
Episode:19, r:0.4700, Time:5145, fc:0.300
Episode:19, r:0.4700, Time:5146, fc:0.320
Episode:19, r:0.4700, Time:5147, fc:0.290
Episode:19, r:0.4700, Time:5148, fc:0.340
Episode:19, r:0.4700, Time:5149, fc:0.270
Episode:19, r:0.4700, Time:5150, fc:0.300
Episode:19, r:0.4700, Time:5151, fc:0.310
Episode:19, r:0.4700, Time:5152, fc:0.330
Episode:19, r:0.4700, Time:5153, fc:0.290
Episode:19, r:0.4700, Time:5154, fc:0.350
Episode:19, r:0.4700, Time:5155, fc:0.270
Episode:19, r:0.4700, Time:5156, fc:0.300
Episode:19, r:0.4700, Time:5157, fc:0.280
Episode:19, r:0.4700, Time:5158, fc:0.330
Episode:19, r:0.4700, Time:5159, fc:0.300
Episode:19, r:0.4700, Time:5160, fc:0.280
Episode:19, r:0.4700, Time:5161, fc:0.320
Episode:19, r:0.4700, Time:5162, fc:0.280
Episode:19, r:0.4700, Time:5163, fc:0.340
Episode:19, r:0.4700, Time:5164, fc:0.300
Episode:19, r:0.4700, Time:5165, fc:0.310
Episode:19, r:0.4700, Time:5166, fc:0.320
Episode:19, r:0.4700, Time:5167, fc:0.330
Episode:19, r:0.4700, Time:5168, fc:0.280
Episode:19, r:0.4700, Time:5169, fc:0.310
Episode:19, r:0.4700, Time:5170, fc:0.350
Episode:19, r:0.4700, Time:5171, fc:0.280
Episode:19, r:0.4700, Time:5172, fc:0.310
Episode:19, r:0.4700, Time:5173, fc:0.310
Episode:19, r:0.4700, Time:5174, fc:0.320
Episode:19, r:0.4700, Time:5175, fc:0.290
Episode:19, r:0.4700, Time:5176, fc:0.330
Episode:19, r:0.4700, Time:5177, fc:0.280
Episode:19, r:0.4700, Time:5178, fc:0.340
Episode:19, r:0.4700, Time:5179, fc:0.290
Episode:19, r:0.4700, Time:5180, fc:0.300
Episode:19, r:0.4700, Time:5181, fc:0.320
Episode:19, r:0.4700, Time:5182, fc:0.290
Episode:19, r:0.4700, Time:5183, fc:0.340
Episode:19, r:0.4700, Time:5184, fc:0.310
Episode:19, r:0.4700, Time:5185, fc:0.340
Episode:19, r:0.4700, Time:5186, fc:0.310
Episode:19, r:0.4700, Time:5187, fc:0.300
Episode:19, r:0.4700, Time:5188, fc:0.340
Episode:19, r:0.4700, Time:5189, fc:0.310
Episode:19, r:0.4700, Time:5190, fc:0.300
Episode:19, r:0.4700, Time:5191, fc:0.320
Episode:19, r:0.4700, Time:5192, fc:0.280
Episode:19, r:0.4700, Time:5193, fc:0.340
Episode:19, r:0.4700, Time:5194, fc:0.330
Episode:19, r:0.4700, Time:5195, fc:0.290
Episode:19, r:0.4700, Time:5196, fc:0.340
Episode:19, r:0.4700, Time:5197, fc:0.340
Episode:19, r:0.4700, Time:5198, fc:0.320
Episode:19, r:0.4700, Time:5199, fc:0.290
Episode:19, r:0.4700, Time:5200, fc:0.300
Episode:19, r:0.4700, Time:5201, fc:0.280
Episode:19, r:0.4700, Time:5202, fc:0.320
Episode:19, r:0.4700, Time:5203, fc:0.280
Episode:19, r:0.4700, Time:5204, fc:0.330
Episode:19, r:0.4700, Time:5205, fc:0.300
Episode:19, r:0.4700, Time:5206, fc:0.300
Episode:19, r:0.4700, Time:5207, fc:0.340
Episode:19, r:0.4700, Time:5208, fc:0.300
Episode:19, r:0.4700, Time:5209, fc:0.340
Episode:19, r:0.4700, Time:5210, fc:0.290
Episode:19, r:0.4700, Time:5211, fc:0.300
Episode:19, r:0.4700, Time:5212, fc:0.310
Episode:19, r:0.4700, Time:5213, fc:0.290
Episode:19, r:0.4700, Time:5214, fc:0.310
Episode:19, r:0.4700, Time:5215, fc:0.310
Episode:19, r:0.4700, Time:5216, fc:0.320
Episode:19, r:0.4700, Time:5217, fc:0.330
Episode:19, r:0.4700, Time:5218, fc:0.300
Episode:19, r:0.4700, Time:5219, fc:0.300
Episode:19, r:0.4700, Time:5220, fc:0.340
Episode:19, r:0.4700, Time:5221, fc:0.310
Episode:19, r:0.4700, Time:5222, fc:0.300
Episode:19, r:0.4700, Time:5223, fc:0.370
Episode:19, r:0.4700, Time:5224, fc:0.290
Episode:19, r:0.4700, Time:5225, fc:0.300
Episode:19, r:0.4700, Time:5226, fc:0.340
Episode:19, r:0.4700, Time:5227, fc:0.320
Episode:19, r:0.4700, Time:5228, fc:0.320
Episode:19, r:0.4700, Time:5229, fc:0.350
Episode:19, r:0.4700, Time:5230, fc:0.290
Episode:19, r:0.4700, Time:5231, fc:0.290
Episode:19, r:0.4700, Time:5232, fc:0.300
Episode:19, r:0.4700, Time:5233, fc:0.350
Episode:19, r:0.4700, Time:5234, fc:0.300
Episode:19, r:0.4700, Time:5235, fc:0.340
Episode:19, r:0.4700, Time:5236, fc:0.320
Episode:19, r:0.4700, Time:5237, fc:0.290
Episode:19, r:0.4700, Time:5238, fc:0.300
Episode:19, r:0.4700, Time:5239, fc:0.300
Episode:19, r:0.4700, Time:5240, fc:0.330
Episode:19, r:0.4700, Time:5241, fc:0.280
Episode:19, r:0.4700, Time:5242, fc:0.370
Episode:19, r:0.4700, Time:5243, fc:0.270
Episode:19, r:0.4700, Time:5244, fc:0.320
Episode:19, r:0.4700, Time:5245, fc:0.280
Episode:19, r:0.4700, Time:5246, fc:0.350
Episode:19, r:0.4700, Time:5247, fc:0.300
Episode:19, r:0.4700, Time:5248, fc:0.310
Episode:19, r:0.4700, Time:5249, fc:0.310
Episode:19, r:0.4700, Time:5250, fc:0.330
Episode:19, r:0.4700, Time:5251, fc:0.310
Episode:19, r:0.4700, Time:5252, fc:0.270
Episode:19, r:0.4700, Time:5253, fc:0.370
Episode:19, r:0.4700, Time:5254, fc:0.230
Episode:19, r:0.4700, Time:5255, fc:0.340
Episode:19, r:0.4700, Time:5256, fc:0.260
Episode:19, r:0.4700, Time:5257, fc:0.300
Episode:19, r:0.4700, Time:5258, fc:0.300
Episode:19, r:0.4700, Time:5259, fc:0.320
Episode:19, r:0.4700, Time:5260, fc:0.300
Episode:19, r:0.4700, Time:5261, fc:0.300
Episode:19, r:0.4700, Time:5262, fc:0.350
Episode:19, r:0.4700, Time:5263, fc:0.250
Episode:19, r:0.4700, Time:5264, fc:0.300
Episode:19, r:0.4700, Time:5265, fc:0.300
Episode:19, r:0.4700, Time:5266, fc:0.330
Episode:19, r:0.4700, Time:5267, fc:0.320
Episode:19, r:0.4700, Time:5268, fc:0.280
Episode:19, r:0.4700, Time:5269, fc:0.330
Episode:19, r:0.4700, Time:5270, fc:0.300
Episode:19, r:0.4700, Time:5271, fc:0.290
Episode:19, r:0.4700, Time:5272, fc:0.320
Episode:19, r:0.4700, Time:5273, fc:0.310
Episode:19, r:0.4700, Time:5274, fc:0.290
Episode:19, r:0.4700, Time:5275, fc:0.340
Episode:19, r:0.4700, Time:5276, fc:0.310
Episode:19, r:0.4700, Time:5277, fc:0.310
Episode:19, r:0.4700, Time:5278, fc:0.310
Episode:19, r:0.4700, Time:5279, fc:0.300
Episode:19, r:0.4700, Time:5280, fc:0.310
Episode:19, r:0.4700, Time:5281, fc:0.310
Episode:19, r:0.4700, Time:5282, fc:0.310
Episode:19, r:0.4700, Time:5283, fc:0.330
Episode:19, r:0.4700, Time:5284, fc:0.300
Episode:19, r:0.4700, Time:5285, fc:0.320
Episode:19, r:0.4700, Time:5286, fc:0.310
Episode:19, r:0.4700, Time:5287, fc:0.330
Episode:19, r:0.4700, Time:5288, fc:0.310
Episode:19, r:0.4700, Time:5289, fc:0.320
Episode:19, r:0.4700, Time:5290, fc:0.320
Episode:19, r:0.4700, Time:5291, fc:0.300
Episode:19, r:0.4700, Time:5292, fc:0.280
Episode:19, r:0.4700, Time:5293, fc:0.350
Episode:19, r:0.4700, Time:5294, fc:0.300
Episode:19, r:0.4700, Time:5295, fc:0.310
Episode:19, r:0.4700, Time:5296, fc:0.320
Episode:19, r:0.4700, Time:5297, fc:0.300
Episode:19, r:0.4700, Time:5298, fc:0.320
Episode:19, r:0.4700, Time:5299, fc:0.320
Episode:19, r:0.4700, Time:5300, fc:0.310
Episode:19, r:0.4700, Time:5301, fc:0.320
Episode:19, r:0.4700, Time:5302, fc:0.320
Episode:19, r:0.4700, Time:5303, fc:0.280
Episode:19, r:0.4700, Time:5304, fc:0.320
Episode:19, r:0.4700, Time:5305, fc:0.300
Episode:19, r:0.4700, Time:5306, fc:0.290
Episode:19, r:0.4700, Time:5307, fc:0.320
Episode:19, r:0.4700, Time:5308, fc:0.300
Episode:19, r:0.4700, Time:5309, fc:0.340
